,title,domestic,international,worldwide,budget,year,reference,Action,Adventure,Fantasy,Sci-Fi,Mystery,Thriller,Comedy,Horror,Drama,Romance,Music,Musical,Sport,Animation,War,Biography,Crime,Family,Western,Documentary,History,Film-Noir,Short,Adult,News,Talk-Show,Reality-TV
2801,Quiz Show,24822619,0,24822619,,1994,/release/rl2808776193/?ref_=bo_yld_table_71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2802,Léon: The Professional,19501238,51401,19552639,,1994,/release/rl3345712641/?ref_=bo_yld_table_72,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,Little Giants,19306362,0,19306362,,1994,/release/rl3479078401/?ref_=bo_yld_table_73,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2804,House Party 3,19281235,0,19281235,,1994,/release/rl1582859777/?ref_=bo_yld_table_74,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,Getting Even with Dad,18869594,0,18869594,,1994,/release/rl4267017729/?ref_=bo_yld_table_75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2806,Love Affair,18272894,0,18272894,60000000.0,1994,/release/rl3814819329/?ref_=bo_yld_table_76,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,"Corrina, Corrina",20164171,0,20164171,,1994,/release/rl541951489/?ref_=bo_yld_table_77,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,Sugar Hill,18225518,0,18225518,,1994,/release/rl3195176449/?ref_=bo_yld_table_78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2809,Jurassic Park,357067947,555600000,912667947,63000000.0,1994,/release/rl2354939393/?ref_=bo_yld_table_79,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,Milk Money,18137661,0,18137661,,1994,/release/rl2439153153/?ref_=bo_yld_table_80,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,Wes Craven's New Nightmare,18090181,1631560,19721741,,1994,/release/rl3227813377/?ref_=bo_yld_table_81,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,Street Fighter,33423521,66008265,99431786,35000000.0,1994,/release/rl1551009281/?ref_=bo_yld_table_82,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,My Girl 2,17359799,0,17359799,,1994,/release/rl1902413313/?ref_=bo_yld_table_83,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2814,Miracle on 34th Street,17320136,28944248,46264384,,1994,/release/rl4234315265/?ref_=bo_yld_table_84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2815,The War,16928556,0,16928556,,1994,/release/rl276334081/?ref_=bo_yld_table_85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,Baby's Day Out,16827402,0,16827402,48000000.0,1994,/release/rl38110721/?ref_=bo_yld_table_86,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
