,title,domestic,international,worldwide,budget,year,reference,Action,Adventure,Fantasy,Sci-Fi,Mystery,Thriller,Comedy,Horror,Drama,Romance,Music,Musical,Sport,Animation,War,Biography,Crime,Family,Western,Documentary,History,Film-Noir,Short,Adult,News,Talk-Show,Reality-TV
14958,Sisters,87044645,17966408,105011053,30000000.0,2015,/release/rl4016342529/?ref_=bo_yld_table_59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14959,Poltergeist,47425125,48012869,95437994,35000000.0,2015,/release/rl74155521/?ref_=bo_yld_table_60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14960,Jupiter Ascending,47387723,136500000,183887723,176000000.0,2015,/release/rl2304607745/?ref_=bo_yld_table_61,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14961,Sicario,46889293,37983151,84872444,30000000.0,2015,/release/rl1903265281/?ref_=bo_yld_table_62,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14962,The Man from U.N.C.L.E.,45445109,61600000,107045109,75000000.0,2015,/release/rl2994112001/?ref_=bo_yld_table_63,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14963,"McFarland, USA",44482410,1227649,45710059,,2015,/release/rl3496183297/?ref_=bo_yld_table_64,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14964,Night at the Museum: Secret of the Tomb,113746621,249458014,363204635,127000000.0,2015,/release/rl2087159297/?ref_=bo_yld_table_65,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14965,The Gift,43787265,15191388,58978653,5000000.0,2015,/release/rl205948417/?ref_=bo_yld_table_66,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14966,Everest,43482270,159945314,203427584,55000000.0,2015,/release/rl525370881/?ref_=bo_yld_table_67,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14967,The Night Before,43047372,9348624,52395996,25000000.0,2015,/release/rl1585088001/?ref_=bo_yld_table_68,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14968,Max,42656255,1311000,43967255,20000000.0,2015,/release/rl4133717505/?ref_=bo_yld_table_69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14969,The Age of Adaline,42629776,23033500,65663276,,2015,/release/rl2705360385/?ref_=bo_yld_table_70,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14970,Krampus,42725475,18823232,61548707,15000000.0,2015,/release/rl4015818241/?ref_=bo_yld_table_71,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14971,The Longest Ride,37446117,25498698,62944815,34000000.0,2015,/release/rl1600226817/?ref_=bo_yld_table_72,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14972,The Boy Next Door,35423380,17002475,52425855,4000000.0,2015,/release/rl4182148609/?ref_=bo_yld_table_73,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14973,Pan,35088320,93300000,128388320,150000000.0,2015,/release/rl3177809409/?ref_=bo_yld_table_74,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14974,Hot Pursuit,34580201,16800000,51380201,35000000.0,2015,/release/rl3917186561/?ref_=bo_yld_table_75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14975,The DUFF,34030343,9679401,43709744,8500000.0,2015,/release/rl3897460225/?ref_=bo_yld_table_76,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14976,Woman in Gold,33307793,28311980,61619773,11000000.0,2015,/release/rl981108225/?ref_=bo_yld_table_77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14977,The Second Best Exotic Marigold Hotel,33078266,52900000,85978266,10000000.0,2015,/release/rl2185528833/?ref_=bo_yld_table_78,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14978,Unfriended,32482090,30400000,62882090,1000000.0,2015,/release/rl3763176961/?ref_=bo_yld_table_79,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14979,Entourage,32363404,16900000,49263404,30000000.0,2015,/release/rl3679553025/?ref_=bo_yld_table_80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14980,Paper Towns,32000304,53511996,85512300,12000000.0,2015,/release/rl2791933441/?ref_=bo_yld_table_81,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14981,Chappie,31569268,71242621,102811889,49000000.0,2015,/release/rl709592577/?ref_=bo_yld_table_82,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14982,Crimson Peak,31090320,43589502,74679822,55000000.0,2015,/release/rl1330480641/?ref_=bo_yld_table_83,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14983,A Walk in the Woods,29504281,7956993,37461274,,2015,/release/rl3547956737/?ref_=bo_yld_table_84,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14984,Annie,85911262,50942244,136853506,65000000.0,2015,/release/rl641893889/?ref_=bo_yld_table_85,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14985,Joy,56451232,44682827,101134059,60000000.0,2015,/release/rl3093136897/?ref_=bo_yld_table_86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14986,Sinister 2,27740955,25588195,53329150,10000000.0,2015,/release/rl2607908353/?ref_=bo_yld_table_87,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14987,The Last Witch Hunter,27367660,119569250,146936910,90000000.0,2015,/release/rl2271184385/?ref_=bo_yld_table_88,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14988,No Escape,27288872,27130000,54418872,,2015,/release/rl189629953/?ref_=bo_yld_table_89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14989,Ricki and the Flash,26822144,14503184,41325328,18000000.0,2015,/release/rl1047299585/?ref_=bo_yld_table_90,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14990,The Woman in Black 2: Angel of Death,26501323,22352982,48854305,,2015,/release/rl947553793/?ref_=bo_yld_table_91,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14991,Run All Night,26461644,45100000,71561644,50000000.0,2015,/release/rl3261892097/?ref_=bo_yld_table_92,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14992,Love the Coopers,26302731,16124181,42426912,17000000.0,2015,/release/rl3514664449/?ref_=bo_yld_table_93,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14993,Spotlight,45055776,53634478,98690254,,2015,/release/rl7570945/?ref_=bo_yld_table_94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
14994,The Lazarus Effect,25801570,12555322,38356892,3300000.0,2015,/release/rl3680470529/?ref_=bo_yld_table_95,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14995,Ex Machina,25442958,11426456,36869414,15000000.0,2015,/release/rl1481672193/?ref_=bo_yld_table_96,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14996,The Big Short,70259870,63181000,133440870,28000000.0,2015,/release/rl2051507713/?ref_=bo_yld_table_97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14997,The Hunger Games: Mockingjay - Part 1,337135885,418220826,755356711,125000000.0,2015,/release/rl4283991553/?ref_=bo_yld_table_98,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14998,In the Heart of the Sea,25020758,68900000,93920758,100000000.0,2015,/release/rl3965093377/?ref_=bo_yld_table_99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14999,The Gallows,22764410,20200000,42964410,100000.0,2015,/release/rl593004033/?ref_=bo_yld_table_100,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,Hitman: Agent 47,22467450,59880206,82347656,35000000.0,2015,/release/rl2472117761/?ref_=bo_yld_table_101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15001,Project Almanac,22348241,10865000,33213241,12000000.0,2015,/release/rl205751809/?ref_=bo_yld_table_102,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,Black or White,21571189,262778,21833967,9000000.0,2015,/release/rl2353497601/?ref_=bo_yld_table_103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003,Aloha,21067116,5182904,26250020,37000000.0,2015,/release/rl2790098433/?ref_=bo_yld_table_104,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15004,Secret in Their Eyes,20180155,14674835,34854990,19500000.0,2015,/release/rl611223041/?ref_=bo_yld_table_105,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15005,Brooklyn,38322743,23753398,62076141,,2015,/release/rl1363772929/?ref_=bo_yld_table_106,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15006,Shaun the Sheep Movie,19375982,86833396,106209378,,2015,/release/rl3798894081/?ref_=bo_yld_table_107,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15007,Still Alice,18754371,26024824,44779195,5000000.0,2015,/release/rl3379791361/?ref_=bo_yld_table_108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15008,Paranormal Activity: The Ghost Dimension,18300124,60603000,78903124,10000000.0,2015,/release/rl2590606849/?ref_=bo_yld_table_109,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15009,Wild,37880356,14621185,52501541,,2015,/release/rl1367049729/?ref_=bo_yld_table_110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15010,Birdman or (The Unexpected Virtue of Ignorance),42340598,60874496,103215094,18000000.0,2015,/release/rl1262978561/?ref_=bo_yld_table_111,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15011,Big Hero 6,222527828,435300000,657827828,165000000.0,2015,/release/rl4283401729/?ref_=bo_yld_table_112,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15012,Steve Jobs,17766658,16675215,34441873,30000000.0,2015,/release/rl90015233/?ref_=bo_yld_table_113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15013,Mr. Holmes,17737646,11617557,29355203,,2015,/release/rl2338686465/?ref_=bo_yld_table_114,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15014,Dope,17506470,480311,17986781,7000000.0,2015,/release/rl139363841/?ref_=bo_yld_table_115,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15015,Concussion,34542474,14081098,48623572,35000000.0,2015,/release/rl4266296833/?ref_=bo_yld_table_116,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15016,Seventh Son,17223265,96955348,114178613,95000000.0,2015,/release/rl1198425601/?ref_=bo_yld_table_117,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15017,Monkey Kingdom,16432322,407341,16839663,,2015,/release/rl392529409/?ref_=bo_yld_table_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15018,The Transporter Refueled,16029670,56600000,72629670,,2015,/release/rl3061286401/?ref_=bo_yld_table_119,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15019,Point Break,28782481,104936230,133718711,105000000.0,2015,/release/rl577472001/?ref_=bo_yld_table_120,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15020,The Gambler,33680992,5600000,39280992,25000000.0,2015,/release/rl1381336577/?ref_=bo_yld_table_121,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15021,It Follows,14674076,6854517,21528593,,2015,/release/rl3009054209/?ref_=bo_yld_table_122,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15022,American Ultra,14440985,12821389,27262374,28000000.0,2015,/release/rl2286126593/?ref_=bo_yld_table_123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15023,Woodlawn,14394097,7520,14401617,,2015,/release/rl2742912513/?ref_=bo_yld_table_124,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15024,Burnt,13651946,22954797,36606743,20000000.0,2015,/release/rl1916831233/?ref_=bo_yld_table_125,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15025,The Hateful Eight,54117416,101642701,155760117,44000000.0,2015,/release/rl1249740289/?ref_=bo_yld_table_126,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
15026,Do You Believe?,12985600,1425098,14410698,,2015,/release/rl1716422145/?ref_=bo_yld_table_127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15027,The Theory of Everything,35893537,87833151,123726688,15000000.0,2015,/release/rl158631425/?ref_=bo_yld_table_128,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15028,Love & Mercy,12551031,16090745,28641776,,2015,/release/rl1063290369/?ref_=bo_yld_table_129,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15029,Strange Magic,12429583,1173870,13603453,,2015,/release/rl225609217/?ref_=bo_yld_table_130,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15030,Hot Tub Time Machine 2,12314651,767000,13081651,14000000.0,2015,/release/rl2119730689/?ref_=bo_yld_table_131,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15031,Self/less,12279691,19527465,31807156,26000000.0,2015,/release/rl1903068673/?ref_=bo_yld_table_132,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15032,Far from the Madding Crowd,12236500,17993477,30229977,,2015,/release/rl3595601409/?ref_=bo_yld_table_133,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15033,The 33,12227722,15744301,27972023,,2015,/release/rl2856420865/?ref_=bo_yld_table_134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15034,The Gunman,10664749,13512388,24177137,40000000.0,2015,/release/rl4116153857/?ref_=bo_yld_table_135,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15035,Unfinished Business,10219501,4211752,14431253,35000000.0,2015,/release/rl2071561729/?ref_=bo_yld_table_136,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15036,The Walk,10137502,51044440,61181942,35000000.0,2015,/release/rl21661185/?ref_=bo_yld_table_137,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15037,Penguins of Madagascar,83850911,289664710,373515621,132000000.0,2015,/release/rl493389313/?ref_=bo_yld_table_138,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15038,Exodus: Gods and Kings,65014513,203161118,268175631,140000000.0,2015,/release/rl1498449409/?ref_=bo_yld_table_139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15039,Huevos: Little Rooster's Egg-cellent Adventure,9080818,16811743,25892561,5300000.0,2015,/release/rl2357036545/?ref_=bo_yld_table_140,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15040,Interstellar,188020017,489443796,677463813,165000000.0,2015,/release/rl744130049/?ref_=bo_yld_table_141,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15041,Amy,8413144,15292905,23706049,,2015,/release/rl4131620353/?ref_=bo_yld_table_142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15042,Big Eyes,14482031,14771135,29253166,,2015,/release/rl508003841/?ref_=bo_yld_table_143,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15043,"Dragon Ball Z: Resurrection ""F""",8008363,53759827,61768190,,2015,/release/rl2122155521/?ref_=bo_yld_table_144,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15044,Blackhat,8005980,11646077,19652057,70000000.0,2015,/release/rl593724929/?ref_=bo_yld_table_145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15045,Bajrangi Bhaijaan,8178001,67369183,75547184,,2015,/release/rl1685947905/?ref_=bo_yld_table_146,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15046,Mortdecai,7696134,39579561,47275695,60000000.0,2015,/release/rl1281721857/?ref_=bo_yld_table_147,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15047,While We're Young,7587485,9699824,17287309,,2015,/release/rl863733249/?ref_=bo_yld_table_148,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15048,Whiplash,13092000,35890041,48982041,3300000.0,2015,/release/rl914064897/?ref_=bo_yld_table_149,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15049,I'll See You in My Dreams,7449681,2831,7452512,,2015,/release/rl2121172481/?ref_=bo_yld_table_150,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15050,The Green Inferno,7192291,5474158,12666449,5000000.0,2015,/release/rl1264027137/?ref_=bo_yld_table_151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15051,Our Brand Is Crisis,7002261,1525397,8527658,28000000.0,2015,/release/rl1216185857/?ref_=bo_yld_table_152,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15052,Inherent Vice,8110975,6600000,14710975,,2015,/release/rl4032529921/?ref_=bo_yld_table_153,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15053,Grandma,6980524,224549,7205073,600000.0,2015,/release/rl341280257/?ref_=bo_yld_table_154,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15054,Trumbo,7857741,3572284,11430025,,2015,/release/rl3262612993/?ref_=bo_yld_table_155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15055,Me and Earl and the Dying Girl,6758416,2316333,9074749,8000000.0,2015,/release/rl3361965569/?ref_=bo_yld_table_156,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15056,Little Boy,6485961,11086328,17572289,,2015,/release/rl811697665/?ref_=bo_yld_table_157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15057,The Loft,6002684,5013759,11016443,,2015,/release/rl2120320513/?ref_=bo_yld_table_158,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15058,Victor Frankenstein,5775076,28452222,34227298,,2015,/release/rl2387772929/?ref_=bo_yld_table_159,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15059,A Most Violent Year,5749134,6257936,12007070,20000000.0,2015,/release/rl3110438401/?ref_=bo_yld_table_160,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15060,Danny Collins,5637066,5198686,10835752,10000000.0,2015,/release/rl541885953/?ref_=bo_yld_table_161,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15061,Foxcatcher,12096300,7110213,19206513,,2015,/release/rl2672985601/?ref_=bo_yld_table_162,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15062,Bajirao Mastani,6557047,4793870,11350917,,2015,/release/rl3749479937/?ref_=bo_yld_table_163,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15063,Room,14677654,20724104,35401758,,2015,/release/rl1451066881/?ref_=bo_yld_table_164,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15064,90 Minutes in Heaven,4842699,0,4842699,5000000.0,2015,/release/rl2759689729/?ref_=bo_yld_table_165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15065,True Story,4719695,541900,5261595,,2015,/release/rl3396830721/?ref_=bo_yld_table_166,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15066,Suffragette,4702420,27269676,31972096,,2015,/release/rl3144844801/?ref_=bo_yld_table_167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15067,Top Five,25317471,800000,26117471,,2015,/release/rl427263489/?ref_=bo_yld_table_168,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15068,Baahubali: The Beginning,6738000,49855,6787855,,2015,/release/rl1987937793/?ref_=bo_yld_table_169,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15069,The Danish Girl,11114018,53077505,64191523,,2015,/release/rl793544193/?ref_=bo_yld_table_170,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15070,Hubble 3D,52522904,21726825,74249729,,2015,/release/rl2623047169/?ref_=bo_yld_table_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15071,Dilwale,4871263,27123060,31994323,,2015,/release/rl3648816641/?ref_=bo_yld_table_172,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15072,Found a Treasure Called Love,4364639,48351132,52715771,,2015,/release/rl75269633/?ref_=bo_yld_table_173,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15073,The Water Diviner,4196641,33979676,38176317,22500000.0,2015,/release/rl2105050625/?ref_=bo_yld_table_174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15074,Irrational Man,4030360,23360724,27391084,,2015,/release/rl1398441473/?ref_=bo_yld_table_175,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15075,Carol,12711491,27560644,40272135,,2015,/release/rl1279821313/?ref_=bo_yld_table_176,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15076,Scouts Guide to the Zombie Apocalypse,3703046,12434000,16137046,15000000.0,2015,/release/rl3547301377/?ref_=bo_yld_table_177,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15077,A la mala,3629842,16785,3646627,,2015,/release/rl3896542721/?ref_=bo_yld_table_178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15078,Spare Parts,3618912,82369,3701281,,2015,/release/rl3698361857/?ref_=bo_yld_table_179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15079,We Are Your Friends,3591417,7530673,11122090,,2015,/release/rl3178792449/?ref_=bo_yld_table_180,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15080,What We Do in the Shadows,3469224,3477584,6946808,,2015,/release/rl2272822785/?ref_=bo_yld_table_181,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15081,Learning to Drive,3447633,2519883,5967516,,2015,/release/rl3378480641/?ref_=bo_yld_table_182,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15082,Mr. Turner,3958500,18221285,22179785,,2015,/release/rl3915744769/?ref_=bo_yld_table_183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15083,Phoenix,3184472,2608773,5793245,,2015,/release/rl3211298305/?ref_=bo_yld_table_184,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15084,Dil Dhadakne Do,3066100,1095530,4161630,,2015,/release/rl628983297/?ref_=bo_yld_table_185,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
